city,lat,lon,scenario,year,tas_mean_C,tas_p10_C,tas_p90_C,pr_mean_mmday,n_models
Montreal,45.5,-73.57,ssp245,2080,8.374,6.725,10.338,3.88,7.0
Montreal,45.5,-73.57,ssp245,2081,9.062,7.536,11.045,4.033,7.0
Montreal,45.5,-73.57,ssp245,2082,8.691,6.921,10.18,3.894,7.0
Montreal,45.5,-73.57,ssp245,2083,8.954,7.437,10.6,3.621,7.0
Montreal,45.5,-73.57,ssp245,2084,9.118,7.044,10.721,3.871,7.0
Montreal,45.5,-73.57,ssp245,2085,8.467,6.673,9.878,4.144,7.0
Montreal,45.5,-73.57,ssp245,2086,9.072,7.024,11.11,3.83,7.0
Montreal,45.5,-73.57,ssp245,2087,9.469,7.171,11.635,3.735,7.0
Montreal,45.5,-73.57,ssp245,2088,9.177,6.694,11.524,3.691,7.0
Montreal,45.5,-73.57,ssp245,2089,8.682,6.858,10.371,3.899,7.0
Montreal,45.5,-73.57,ssp245,2090,9.084,6.967,11.085,3.637,7.0
Montreal,45.5,-73.57,ssp245,2091,8.853,6.419,10.945,3.854,7.0
Montreal,45.5,-73.57,ssp245,2092,8.939,7.046,10.693,3.984,7.0
Montreal,45.5,-73.57,ssp245,2093,8.871,6.856,10.997,3.726,7.0
Montreal,45.5,-73.57,ssp245,2094,8.971,6.748,11.441,4.163,7.0
Montreal,45.5,-73.57,ssp245,2095,9.059,7.208,11.246,3.898,7.0
Montreal,45.5,-73.57,ssp245,2096,9.143,7.31,11.176,3.87,7.0
Montreal,45.5,-73.57,ssp245,2097,9.157,7.199,11.026,3.93,7.0
Montreal,45.5,-73.57,ssp245,2098,9.523,7.899,11.303,3.698,7.0
Montreal,45.5,-73.57,ssp245,2099,8.95,6.838,10.786,3.814,7.0
Montreal,45.5,-73.57,ssp245,2100,8.481,6.943,9.897,3.977,7.0
Montreal,45.5,-73.57,ssp585,2015,5.314,3.169,8.15,3.715,8.0
Montreal,45.5,-73.57,ssp585,2016,5.372,3.928,7.284,3.587,8.0
Montreal,45.5,-73.57,ssp585,2017,6.162,3.831,9.038,3.41,8.0
Montreal,45.5,-73.57,ssp585,2018,5.674,3.567,7.886,3.574,8.0
Montreal,45.5,-73.57,ssp585,2019,6.018,4.417,7.782,3.647,8.0
Montreal,45.5,-73.57,ssp585,2020,5.879,4.367,7.696,3.527,8.0
Montreal,45.5,-73.57,ssp585,2021,6.307,4.766,8.134,3.455,8.0
Montreal,45.5,-73.57,ssp585,2022,6.254,5.177,7.412,3.479,8.0
Montreal,45.5,-73.57,ssp585,2023,5.937,4.2,7.371,3.718,8.0
Montreal,45.5,-73.57,ssp585,2024,6.569,4.887,8.182,3.855,8.0
Montreal,45.5,-73.57,ssp585,2025,6.209,4.862,8.286,3.838,8.0
Montreal,45.5,-73.57,ssp585,2026,5.911,4.305,7.93,3.691,8.0
Montreal,45.5,-73.57,ssp585,2027,6.383,4.548,8.51,3.569,8.0
Montreal,45.5,-73.57,ssp585,2028,6.568,5.044,9.102,3.592,8.0
Montreal,45.5,-73.57,ssp585,2029,6.756,5.162,8.524,3.787,8.0
Montreal,45.5,-73.57,ssp585,2030,6.642,4.911,8.138,3.528,8.0
Montreal,45.5,-73.57,ssp585,2031,6.923,5.245,8.307,3.785,8.0
Montreal,45.5,-73.57,ssp585,2032,7.381,6.394,8.73,3.582,8.0
Montreal,45.5,-73.57,ssp585,2033,7.136,5.98,8.598,3.627,8.0
Montreal,45.5,-73.57,ssp585,2034,6.937,5.262,8.983,3.716,8.0
Montreal,45.5,-73.57,ssp585,2035,7.238,4.946,9.098,3.417,8.0
Montreal,45.5,-73.57,ssp585,2036,7.212,5.918,9.151,3.604,8.0
Montreal,45.5,-73.57,ssp585,2037,7.588,5.565,9.421,3.702,8.0
Montreal,45.5,-73.57,ssp585,2038,7.39,5.815,9.497,3.569,8.0
Montreal,45.5,-73.57,ssp585,2039,7.344,5.986,9.066,3.545,8.0
Montreal,45.5,-73.57,ssp585,2040,7.385,5.663,9.247,3.725,8.0
Montreal,45.5,-73.57,ssp585,2041,7.445,5.22,9.315,3.815,8.0
Montreal,45.5,-73.57,ssp585,2042,7.709,5.412,9.512,3.661,8.0
Montreal,45.5,-73.57,ssp585,2043,7.375,5.651,9.287,3.729,8.0
Montreal,45.5,-73.57,ssp585,2044,7.419,5.538,8.964,3.904,8.0
Montreal,45.5,-73.57,ssp585,2045,7.549,5.335,9.314,3.667,8.0
Montreal,45.5,-73.57,ssp585,2046,7.926,6.684,9.656,3.871,8.0
Montreal,45.5,-73.57,ssp585,2047,8.416,6.702,10.051,3.715,8.0
Montreal,45.5,-73.57,ssp585,2048,8.266,6.151,10.269,3.669,8.0
Montreal,45.5,-73.57,ssp585,2049,7.856,5.98,9.481,3.579,8.0
Montreal,45.5,-73.57,ssp585,2050,8.519,6.488,10.606,3.878,8.0
Montreal,45.5,-73.57,ssp585,2051,8.607,6.42,10.442,4.036,8.0
Montreal,45.5,-73.57,ssp585,2052,8.462,6.811,9.608,3.755,8.0
Montreal,45.5,-73.57,ssp585,2053,8.957,6.722,10.903,3.74,8.0
Montreal,45.5,-73.57,ssp585,2054,8.918,6.526,10.695,3.59,8.0
Montreal,45.5,-73.57,ssp585,2055,8.848,6.655,10.488,3.923,8.0
Montreal,45.5,-73.57,ssp585,2056,8.937,6.319,11.187,3.702,8.0
Montreal,45.5,-73.57,ssp585,2057,8.645,6.598,10.919,3.928,8.0
Montreal,45.5,-73.57,ssp585,2058,9.345,7.127,10.908,3.842,8.0
Montreal,45.5,-73.57,ssp585,2059,9.288,7.786,10.882,3.81,8.0
Montreal,45.5,-73.57,ssp585,2060,8.925,6.62,10.646,3.862,8.0
Montreal,45.5,-73.57,ssp585,2061,9.322,6.938,11.359,3.598,8.0
Montreal,45.5,-73.57,ssp585,2062,9.196,7.158,10.871,3.61,8.0
Montreal,45.5,-73.57,ssp585,2063,9.039,6.8,10.999,4.004,8.0
Montreal,45.5,-73.57,ssp585,2064,9.879,7.959,11.604,3.777,8.0
Montreal,45.5,-73.57,ssp585,2065,9.674,7.801,12.157,3.902,8.0
Montreal,45.5,-73.57,ssp585,2066,9.829,7.898,11.472,3.809,8.0
Montreal,45.5,-73.57,ssp585,2067,10.344,8.524,12.035,3.859,8.0
Montreal,45.5,-73.57,ssp585,2068,9.886,7.568,11.9,3.914,8.0
Montreal,45.5,-73.57,ssp585,2069,10.168,8.015,12.459,3.829,8.0
Montreal,45.5,-73.57,ssp585,2070,10.528,8.042,12.311,3.667,8.0
Montreal,45.5,-73.57,ssp585,2071,10.391,8.123,12.806,4.056,8.0
Montreal,45.5,-73.57,ssp585,2072,10.416,8.792,11.944,4.098,8.0
Montreal,45.5,-73.57,ssp585,2073,10.494,8.011,12.635,4.161,8.0
Montreal,45.5,-73.57,ssp585,2074,10.574,8.049,13.043,4.018,8.0
Montreal,45.5,-73.57,ssp585,2075,10.948,8.956,12.763,3.689,8.0
Montreal,45.5,-73.57,ssp585,2076,11.276,9.201,13.28,3.93,8.0
Montreal,45.5,-73.57,ssp585,2077,10.887,8.477,12.683,3.771,8.0
Montreal,45.5,-73.57,ssp585,2078,11.278,8.546,13.767,3.954,8.0
Montreal,45.5,-73.57,ssp585,2079,11.023,8.518,13.051,3.838,8.0
Montreal,45.5,-73.57,ssp585,2080,11.377,9.11,13.876,3.814,8.0
Montreal,45.5,-73.57,ssp585,2081,11.262,9.081,12.942,3.902,8.0
Montreal,45.5,-73.57,ssp585,2082,12.189,9.645,13.939,3.844,8.0
Montreal,45.5,-73.57,ssp585,2083,11.347,8.703,13.319,3.773,8.0
Montreal,45.5,-73.57,ssp585,2084,11.61,9.062,13.501,3.927,8.0
Montreal,45.5,-73.57,ssp585,2085,12.123,8.849,14.258,3.897,8.0
Montreal,45.5,-73.57,ssp585,2086,11.836,8.825,14.667,3.885,8.0
Montreal,45.5,-73.57,ssp585,2087,12.129,9.454,13.99,3.894,8.0
Montreal,45.5,-73.57,ssp585,2088,12.309,9.663,14.725,3.805,8.0
Montreal,45.5,-73.57,ssp585,2089,12.203,9.68,14.848,4.024,8.0
Montreal,45.5,-73.57,ssp585,2090,12.572,9.995,14.576,3.919,8.0
Montreal,45.5,-73.57,ssp585,2091,12.173,9.529,14.165,3.834,8.0
Montreal,45.5,-73.57,ssp585,2092,12.707,9.205,14.614,3.86,8.0
Montreal,45.5,-73.57,ssp585,2093,12.435,9.555,15.32,4.157,8.0
Montreal,45.5,-73.57,ssp585,2094,12.752,10.177,15.257,4.088,8.0
Montreal,45.5,-73.57,ssp585,2095,12.578,9.422,14.917,3.938,8.0
Montreal,45.5,-73.57,ssp585,2096,12.936,10.17,15.06,4.068,8.0
Montreal,45.5,-73.57,ssp585,2097,13.073,9.415,15.636,3.993,8.0
Montreal,45.5,-73.57,ssp585,2098,13.219,9.557,15.764,3.906,8.0
Montreal,45.5,-73.57,ssp585,2099,13.484,10.475,16.002,4.019,8.0
Montreal,45.5,-73.57,ssp585,2100,13.471,10.624,15.869,3.883,8.0
Moscow,55.76,37.62,historical,1850,3.016,0.852,5.358,2.026,8.0
Moscow,55.76,37.62,historical,1851,3.42,1.947,4.925,1.957,8.0
Moscow,55.76,37.62,historical,1852,3.01,1.471,4.256,2.053,8.0
Moscow,55.76,37.62,historical,1853,3.037,0.576,5.033,2.026,8.0
Moscow,55.76,37.62,historical,1854,3.322,1.686,4.519,2.089,8.0
Moscow,55.76,37.62,historical,1855,3.062,1.952,4.496,1.972,8.0
Moscow,55.76,37.62,historical,1856,3.387,1.772,4.636,1.862,8.0
Moscow,55.76,37.62,historical,1857,3.669,1.967,5.204,1.962,8.0
Moscow,55.76,37.62,historical,1858,3.076,2.059,4.261,1.996,8.0
Moscow,55.76,37.62,historical,1859,4.112,2.932,5.509,1.988,8.0
Moscow,55.76,37.62,historical,1860,4.225,2.416,5.876,1.96,8.0
Moscow,55.76,37.62,historical,1861,3.844,2.562,5.342,1.98,8.0
Moscow,55.76,37.62,historical,1862,3.446,2.471,4.566,1.929,8.0
Moscow,55.76,37.62,historical,1863,3.634,2.072,5.229,1.991,8.0
Moscow,55.76,37.62,historical,1864,3.989,3.102,4.873,1.991,8.0
Moscow,55.76,37.62,historical,1865,3.456,2.478,4.441,1.967,8.0
Moscow,55.76,37.62,historical,1866,2.809,1.002,4.793,2.068,8.0
Moscow,55.76,37.62,historical,1867,2.856,0.7,4.695,2.024,8.0
Moscow,55.76,37.62,historical,1868,3.468,2.011,4.976,2.15,8.0
Moscow,55.76,37.62,historical,1869,3.502,1.386,5.418,1.964,8.0
Moscow,55.76,37.62,historical,1870,3.652,1.661,5.789,1.927,8.0
Moscow,55.76,37.62,historical,1871,3.542,1.895,5.067,1.884,8.0
Moscow,55.76,37.62,historical,1872,3.963,1.974,6.162,1.954,8.0
Moscow,55.76,37.62,historical,1873,3.634,1.737,5.847,1.98,8.0
Moscow,55.76,37.62,historical,1874,4.075,2.443,5.479,1.97,8.0
Moscow,55.76,37.62,historical,1875,3.625,1.556,6.005,1.97,8.0
Moscow,55.76,37.62,historical,1876,3.689,2.024,5.815,2.067,8.0
Moscow,55.76,37.62,historical,1877,3.767,1.248,5.402,1.946,8.0
Moscow,55.76,37.62,historical,1878,3.613,1.417,5.301,1.855,8.0
Moscow,55.76,37.62,historical,1879,3.674,1.21,5.926,2.09,8.0
Moscow,55.76,37.62,historical,1880,4.587,2.543,6.411,1.986,8.0
Moscow,55.76,37.62,historical,1881,4.172,2.028,6.433,1.888,8.0
Moscow,55.76,37.62,historical,1882,3.258,0.769,5.255,1.926,8.0
Moscow,55.76,37.62,historical,1883,3.548,0.714,5.515,1.916,8.0
Moscow,55.76,37.62,historical,1884,2.998,1.27,4.433,1.828,8.0
Moscow,55.76,37.62,historical,1885,2.755,1.022,4.747,1.913,8.0
Moscow,55.76,37.62,historical,1886,3.168,1.777,4.303,1.899,8.0
Moscow,55.76,37.62,historical,1887,3.008,0.72,5.481,1.9,8.0
Moscow,55.76,37.62,historical,1888,3.527,1.46,5.315,1.731,8.0
Moscow,55.76,37.62,historical,1889,4.009,2.756,5.305,1.971,8.0
Moscow,55.76,37.62,historical,1890,3.272,1.282,4.796,1.992,8.0
Moscow,55.76,37.62,historical,1891,3.764,0.26,6.394,1.924,8.0
Moscow,55.76,37.62,historical,1892,3.883,2.283,5.948,1.884,8.0
Moscow,55.76,37.62,historical,1893,3.572,2.215,4.813,1.745,8.0
Moscow,55.76,37.62,historical,1894,3.25,1.381,4.889,1.812,8.0
Moscow,55.76,37.62,historical,1895,3.747,2.276,5.433,1.986,8.0
Moscow,55.76,37.62,historical,1896,2.864,0.638,4.84,1.907,8.0
Moscow,55.76,37.62,historical,1897,3.843,2.804,4.827,1.904,8.0
Moscow,55.76,37.62,historical,1898,3.712,1.85,5.036,1.929,8.0
Moscow,55.76,37.62,historical,1899,3.516,1.255,5.643,2.025,8.0
Moscow,55.76,37.62,historical,1900,3.742,2.898,4.448,1.941,8.0
Moscow,55.76,37.62,historical,1901,3.84,3.128,4.613,1.974,8.0
Moscow,55.76,37.62,historical,1902,3.908,3.155,5.035,1.928,8.0
Moscow,55.76,37.62,historical,1903,3.156,1.422,5.234,1.84,8.0
Moscow,55.76,37.62,historical,1904,2.918,1.635,4.088,2.027,8.0
Moscow,55.76,37.62,historical,1905,3.517,1.7,5.166,1.934,8.0
Moscow,55.76,37.62,historical,1906,3.211,1.267,4.836,1.87,8.0
Moscow,55.76,37.62,historical,1907,3.969,2.487,5.902,2.031,8.0
Moscow,55.76,37.62,historical,1908,3.52,2.371,4.572,1.882,8.0
Moscow,55.76,37.62,historical,1909,3.45,1.091,5.762,1.88,8.0
Moscow,55.76,37.62,historical,1910,3.939,1.728,5.726,1.923,8.0
Moscow,55.76,37.62,historical,1911,3.534,1.213,5.156,1.885,8.0
Moscow,55.76,37.62,historical,1912,2.939,1.095,4.886,2.048,8.0
Moscow,55.76,37.62,historical,1913,3.079,1.552,4.953,1.94,8.0
Moscow,55.76,37.62,historical,1914,2.67,0.77,4.706,1.949,8.0
Moscow,55.76,37.62,historical,1915,3.146,1.373,4.911,2.05,8.0
Moscow,55.76,37.62,historical,1916,2.84,1.096,4.99,1.993,8.0
Moscow,55.76,37.62,historical,1917,3.056,0.657,4.581,1.897,8.0
Moscow,55.76,37.62,historical,1918,3.352,0.942,5.452,2.018,8.0
Moscow,55.76,37.62,historical,1919,3.287,1.856,4.556,2.014,8.0
Moscow,55.76,37.62,historical,1920,3.651,1.852,4.987,1.973,8.0
Moscow,55.76,37.62,historical,1921,3.721,1.292,5.978,1.931,8.0
Moscow,55.76,37.62,historical,1922,4.064,2.042,6.325,2.083,8.0
Moscow,55.76,37.62,historical,1923,3.344,1.943,5.006,1.913,8.0
Moscow,55.76,37.62,historical,1924,3.249,2.004,5.006,1.924,8.0
Moscow,55.76,37.62,historical,1925,3.447,1.873,5.211,1.823,8.0
Moscow,55.76,37.62,historical,1926,3.425,1.451,5.222,1.966,8.0
Moscow,55.76,37.62,historical,1927,3.792,2.492,5.378,1.907,8.0
Moscow,55.76,37.62,historical,1928,3.664,2.076,4.79,1.915,8.0
Moscow,55.76,37.62,historical,1929,3.38,1.34,5.595,1.974,8.0
Moscow,55.76,37.62,historical,1930,3.298,1.599,5.62,1.953,8.0
Moscow,55.76,37.62,historical,1931,4.077,2.92,5.42,1.889,8.0
Moscow,55.76,37.62,historical,1932,3.843,2.478,5.912,1.719,8.0
Moscow,55.76,37.62,historical,1933,3.559,1.825,5.028,1.905,8.0
Moscow,55.76,37.62,historical,1934,3.461,1.674,5.365,1.896,8.0
Moscow,55.76,37.62,historical,1935,3.719,1.965,5.511,1.764,8.0
Moscow,55.76,37.62,historical,1936,3.053,1.553,4.737,1.981,8.0
Moscow,55.76,37.62,historical,1937,3.738,1.965,5.487,1.941,8.0
Moscow,55.76,37.62,historical,1938,2.895,1.269,4.505,1.89,8.0
Moscow,55.76,37.62,historical,1939,3.563,1.954,5.526,2.009,8.0
Moscow,55.76,37.62,historical,1940,3.826,2.791,4.68,2.077,8.0
Moscow,55.76,37.62,historical,1941,2.836,0.955,4.686,2.044,8.0
Moscow,55.76,37.62,historical,1942,2.986,1.316,4.887,1.884,8.0
Moscow,55.76,37.62,historical,1943,3.876,1.257,6.036,1.872,8.0
Moscow,55.76,37.62,historical,1944,3.641,2.572,4.885,1.991,8.0
Moscow,55.76,37.62,historical,1945,3.149,1.583,4.658,1.849,8.0
Moscow,55.76,37.62,historical,1946,3.27,0.687,4.995,1.752,8.0
Moscow,55.76,37.62,historical,1947,3.296,0.487,5.668,2.016,8.0
Moscow,55.76,37.62,historical,1948,3.645,1.937,5.473,1.919,8.0
Moscow,55.76,37.62,historical,1949,3.362,0.763,5.264,2.022,8.0
Moscow,55.76,37.62,historical,1950,3.194,0.969,5.727,1.973,8.0
Moscow,55.76,37.62,historical,1951,3.546,1.791,5.031,1.893,8.0
Moscow,55.76,37.62,historical,1952,3.046,1.531,4.996,1.837,8.0
Moscow,55.76,37.62,historical,1953,3.295,0.963,5.065,1.964,8.0
Moscow,55.76,37.62,historical,1954,3.411,1.762,4.745,2.111,8.0
Moscow,55.76,37.62,historical,1955,3.974,2.585,5.407,1.773,8.0
Moscow,55.76,37.62,historical,1956,2.957,0.91,5.391,1.989,8.0
Moscow,55.76,37.62,historical,1957,3.788,1.757,5.623,1.903,8.0
Moscow,55.76,37.62,historical,1958,3.45,1.387,5.83,1.982,8.0
Moscow,55.76,37.62,historical,1959,3.526,1.81,5.027,1.824,8.0
Moscow,55.76,37.62,historical,1960,3.612,2.1,5.21,1.874,8.0
Moscow,55.76,37.62,historical,1961,3.566,1.374,5.586,2.003,8.0
Moscow,55.76,37.62,historical,1962,3.35,1.306,4.749,1.738,8.0
Moscow,55.76,37.62,historical,1963,3.766,1.593,6.137,1.944,8.0
Moscow,55.76,37.62,historical,1964,3.844,0.764,5.614,1.831,8.0
Moscow,55.76,37.62,historical,1965,3.084,0.672,4.975,1.935,8.0
Moscow,55.76,37.62,historical,1966,3.167,0.558,4.622,1.993,8.0
Moscow,55.76,37.62,historical,1967,3.071,1.551,4.482,2.009,8.0
Moscow,55.76,37.62,historical,1968,3.029,1.523,4.248,1.882,8.0
Moscow,55.76,37.62,historical,1969,3.455,2.071,4.836,1.951,8.0
Moscow,55.76,37.62,historical,1970,2.805,1.496,4.287,2.133,8.0
Moscow,55.76,37.62,historical,1971,3.413,2.202,4.623,1.839,8.0
Moscow,55.76,37.62,historical,1972,2.873,1.93,4.387,2.016,8.0
Moscow,55.76,37.62,historical,1973,3.202,2.004,4.269,1.991,8.0
Moscow,55.76,37.62,historical,1974,3.348,2.027,4.863,1.889,8.0
Moscow,55.76,37.62,historical,1975,2.854,0.959,4.618,1.843,8.0
Moscow,55.76,37.62,historical,1976,3.132,1.638,4.656,1.821,8.0
Moscow,55.76,37.62,historical,1977,3.208,2.154,4.63,1.896,8.0
Moscow,55.76,37.62,historical,1978,2.827,1.45,4.152,2.036,8.0
Moscow,55.76,37.62,historical,1979,3.151,1.1,5.106,1.771,8.0
Moscow,55.76,37.62,historical,1980,3.342,1.535,5.046,1.853,8.0
Moscow,55.76,37.62,historical,1981,3.062,0.485,5.249,1.904,8.0
Moscow,55.76,37.62,historical,1982,3.689,1.185,5.96,1.989,8.0
Moscow,55.76,37.62,historical,1983,3.428,2.137,4.748,1.786,8.0
Moscow,55.76,37.62,historical,1984,3.173,1.51,4.692,2.025,8.0
Moscow,55.76,37.62,historical,1985,3.413,1.839,4.649,1.821,8.0
Moscow,55.76,37.62,historical,1986,3.975,1.817,5.919,1.947,8.0
Moscow,55.76,37.62,historical,1987,3.553,0.82,5.766,1.964,8.0
Moscow,55.76,37.62,historical,1988,3.662,1.683,5.445,2.0,8.0
Moscow,55.76,37.62,historical,1989,3.829,2.585,5.235,1.815,8.0
Moscow,55.76,37.62,historical,1990,3.941,2.036,5.52,1.864,8.0
Moscow,55.76,37.62,historical,1991,4.588,2.0,6.938,1.769,8.0
Moscow,55.76,37.62,historical,1992,3.497,2.166,4.8,1.863,8.0
Moscow,55.76,37.62,historical,1993,3.289,1.558,4.853,1.917,8.0
Moscow,55.76,37.62,historical,1994,3.651,1.311,5.797,1.845,8.0
Moscow,55.76,37.62,historical,1995,4.229,3.004,5.394,1.875,8.0
Moscow,55.76,37.62,historical,1996,4.471,3.317,5.807,1.878,8.0
Moscow,55.76,37.62,historical,1997,3.504,1.947,5.268,2.048,8.0
Moscow,55.76,37.62,historical,1998,4.365,2.998,5.844,1.966,8.0
Moscow,55.76,37.62,historical,1999,4.055,0.825,5.95,2.028,8.0
Moscow,55.76,37.62,historical,2000,4.954,2.666,6.857,1.993,8.0
Moscow,55.76,37.62,historical,2001,4.252,2.699,5.418,1.833,8.0
Moscow,55.76,37.62,historical,2002,4.288,1.762,6.066,1.913,8.0
Moscow,55.76,37.62,historical,2003,4.377,2.157,5.927,1.999,8.0
Moscow,55.76,37.62,historical,2004,4.204,1.878,5.904,1.822,8.0
Moscow,55.76,37.62,historical,2005,4.619,2.798,6.248,1.888,8.0
Moscow,55.76,37.62,historical,2006,4.858,3.002,6.435,2.015,8.0
Moscow,55.76,37.62,historical,2007,5.174,2.167,7.518,1.921,8.0
Moscow,55.76,37.62,historical,2008,5.199,2.521,7.796,1.911,8.0
Moscow,55.76,37.62,historical,2009,4.898,2.092,7.411,2.09,8.0
Moscow,55.76,37.62,historical,2010,4.882,2.346,6.772,1.95,8.0
Moscow,55.76,37.62,historical,2011,5.173,2.892,7.255,2.062,8.0
Moscow,55.76,37.62,historical,2012,5.243,3.442,7.434,1.881,8.0
Moscow,55.76,37.62,historical,2013,5.033,3.727,6.393,1.972,8.0
Moscow,55.76,37.62,historical,2014,5.229,2.679,7.433,1.954,8.0
Moscow,55.76,37.62,ssp126,2015,4.943,3.205,7.333,1.985,8.0
Moscow,55.76,37.62,ssp126,2016,6.161,4.564,8.157,1.92,8.0
Moscow,55.76,37.62,ssp126,2017,5.12,3.514,7.557,1.907,8.0
Moscow,55.76,37.62,ssp126,2018,5.725,3.075,7.568,2.077,8.0
Moscow,55.76,37.62,ssp126,2019,5.894,3.461,7.8,1.969,8.0
Moscow,55.76,37.62,ssp126,2020,5.886,4.257,8.237,2.006,8.0
Moscow,55.76,37.62,ssp126,2021,5.333,3.169,7.902,2.126,8.0
Moscow,55.76,37.62,ssp126,2022,5.175,3.762,6.78,2.069,8.0
Moscow,55.76,37.62,ssp126,2023,5.627,3.095,7.962,1.867,8.0
Moscow,55.76,37.62,ssp126,2024,6.007,3.841,8.021,2.001,8.0
Moscow,55.76,37.62,ssp126,2025,5.588,4.06,6.632,2.087,8.0
Moscow,55.76,37.62,ssp126,2026,5.63,3.421,7.517,2.198,8.0
Moscow,55.76,37.62,ssp126,2027,5.803,4.232,7.403,2.234,8.0
Moscow,55.76,37.62,ssp126,2028,6.345,5.102,8.052,1.913,8.0
Moscow,55.76,37.62,ssp126,2029,6.14,4.225,7.878,2.023,8.0
Moscow,55.76,37.62,ssp126,2030,5.819,4.713,6.813,2.023,8.0
Moscow,55.76,37.62,ssp126,2031,6.308,4.799,7.547,2.068,8.0
Moscow,55.76,37.62,ssp126,2032,5.94,4.571,7.433,2.144,8.0
Moscow,55.76,37.62,ssp126,2033,6.825,4.467,8.646,1.919,8.0
Moscow,55.76,37.62,ssp126,2034,6.383,4.933,7.608,2.033,8.0
Moscow,55.76,37.62,ssp126,2035,6.076,4.084,7.928,2.066,8.0
Moscow,55.76,37.62,ssp126,2036,5.421,3.434,7.425,2.307,8.0
Moscow,55.76,37.62,ssp126,2037,5.405,3.475,7.495,2.17,8.0
Moscow,55.76,37.62,ssp126,2038,6.151,4.857,7.627,1.992,8.0
Moscow,55.76,37.62,ssp126,2039,5.912,2.989,8.445,2.016,8.0
Moscow,55.76,37.62,ssp126,2040,6.575,4.039,8.998,2.017,8.0
Moscow,55.76,37.62,ssp126,2041,6.988,5.61,8.286,2.049,8.0
Moscow,55.76,37.62,ssp126,2042,6.73,4.327,8.167,1.976,8.0
Moscow,55.76,37.62,ssp126,2043,5.965,4.024,8.652,2.206,8.0
Moscow,55.76,37.62,ssp126,2044,6.608,5.013,8.73,2.258,8.0
Moscow,55.76,37.62,ssp126,2045,6.338,4.261,7.88,2.088,8.0
Moscow,55.76,37.62,ssp126,2046,6.433,4.512,8.587,2.005,8.0
Moscow,55.76,37.62,ssp126,2047,6.264,4.96,7.463,2.059,8.0
Moscow,55.76,37.62,ssp126,2048,6.571,5.22,8.186,2.097,8.0
Moscow,55.76,37.62,ssp126,2049,6.566,5.035,7.91,2.127,8.0
Moscow,55.76,37.62,ssp126,2050,6.222,3.621,8.724,2.037,8.0
Moscow,55.76,37.62,ssp126,2051,6.052,3.696,8.08,1.915,8.0
Moscow,55.76,37.62,ssp126,2052,6.81,5.924,7.872,1.95,8.0
Moscow,55.76,37.62,ssp126,2053,6.971,5.006,9.184,1.998,8.0
Moscow,55.76,37.62,ssp126,2054,6.617,4.953,8.273,2.064,8.0
Moscow,55.76,37.62,ssp126,2055,6.988,5.333,8.737,2.254,8.0
Moscow,55.76,37.62,ssp126,2056,6.874,4.577,8.925,1.968,8.0
Moscow,55.76,37.62,ssp126,2057,6.802,4.902,8.172,2.168,8.0
Moscow,55.76,37.62,ssp126,2058,6.936,4.966,9.202,2.064,8.0
Moscow,55.76,37.62,ssp126,2059,7.226,5.386,9.223,1.892,8.0
Moscow,55.76,37.62,ssp126,2060,6.626,5.368,7.85,2.063,8.0
Moscow,55.76,37.62,ssp126,2061,6.525,4.065,8.498,2.108,8.0
Moscow,55.76,37.62,ssp126,2062,7.285,5.519,9.332,2.228,8.0
Moscow,55.76,37.62,ssp126,2063,7.014,4.796,8.987,2.178,8.0
Moscow,55.76,37.62,ssp126,2064,6.949,5.053,9.026,1.917,8.0
Moscow,55.76,37.62,ssp126,2065,6.221,4.151,8.271,1.951,8.0
Moscow,55.76,37.62,ssp126,2066,6.433,4.858,8.058,2.01,8.0
Moscow,55.76,37.62,ssp126,2067,6.62,4.619,8.724,2.147,8.0
Moscow,55.76,37.62,ssp126,2068,7.055,4.861,9.154,2.071,8.0
Moscow,55.76,37.62,ssp126,2069,6.476,4.788,8.554,1.998,8.0
Moscow,55.76,37.62,ssp126,2070,6.958,4.212,8.874,1.915,8.0
Moscow,55.76,37.62,ssp126,2071,6.409,3.895,8.756,2.0,8.0
Moscow,55.76,37.62,ssp126,2072,6.215,4.983,8.283,2.006,8.0
Moscow,55.76,37.62,ssp126,2073,6.41,5.144,7.751,2.026,8.0
Moscow,55.76,37.62,ssp126,2074,6.636,4.612,8.02,2.023,8.0
Moscow,55.76,37.62,ssp126,2075,7.089,5.963,8.275,2.131,8.0
Moscow,55.76,37.62,ssp126,2076,6.95,5.586,9.0,1.994,8.0
Moscow,55.76,37.62,ssp126,2077,6.819,5.073,8.145,1.955,8.0
Moscow,55.76,37.62,ssp126,2078,6.774,5.331,7.776,1.981,8.0
Moscow,55.76,37.62,ssp126,2079,6.984,4.573,8.461,1.962,8.0
Moscow,55.76,37.62,ssp126,2080,7.437,5.902,8.647,1.952,8.0
Moscow,55.76,37.62,ssp126,2081,6.65,4.322,8.382,2.011,8.0
Moscow,55.76,37.62,ssp126,2082,6.712,4.648,8.617,2.131,8.0
Moscow,55.76,37.62,ssp126,2083,7.391,5.952,9.014,2.174,8.0
Moscow,55.76,37.62,ssp126,2084,7.015,5.577,8.484,2.228,8.0
Moscow,55.76,37.62,ssp126,2085,6.838,5.173,8.662,2.222,8.0
Moscow,55.76,37.62,ssp126,2086,6.29,4.505,7.617,2.094,8.0
Moscow,55.76,37.62,ssp126,2087,7.212,5.792,8.881,2.181,8.0
